id,Name,University,level,Link,About
2124,How to Build Profitable FOREX Automated Trading Strategies!,Udemy,intermediate,https://www.udemy.com/how-to-build-profitable-automated-trading-strategies/,Business Finance
2125,Stock Trading Strategies: Profitable Trading in 7 Days.,Udemy,intermediate,https://www.udemy.com/stock-trading-strategies-the-trading-plan-formula/,Business Finance
2126,Management Accounting A Complete Study,Udemy,intermediate,https://www.udemy.com/management-accounting-a-complete-study/,Business Finance
2127,Become a Career Day Trader: Asian-Pacific Futures Markets,Udemy,intermediate,https://www.udemy.com/become-a-career-day-trader/,Business Finance
2128,Equity Products,Udemy,intermediate,https://www.udemy.com/equity-products/,Business Finance
2129,Financial Accounting Part I - Passing the Class,Udemy,beginner,https://www.udemy.com/severson-financial-accounting-part-one/,Business Finance
2130,Accounting 102: Guide to Business Accounting,Udemy,intermediate,https://www.udemy.com/accounting-skills-a-businessman-must-haveintermediate-level/,Business Finance
2131,Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,Udemy,intermediate,https://www.udemy.com/monetizing-your-website-how-to-add-cost-per-action-cpa/,Business Finance
2132,Advanced Finance and Accounting for Startups,Udemy,intermediate,https://www.udemy.com/advanced-finance-and-accounting-for-startups/,Business Finance
2133,Basics of Tax in India  (College Level),Udemy,intermediate,https://www.udemy.com/basics-of-indian-income-tax/,Business Finance
2134,Trade for a Living,Udemy,intermediate,https://www.udemy.com/trade-for-a-living/,Business Finance
2135,Learn Stock Options: Options Made Simple 101,Udemy,beginner,https://www.udemy.com/learn-to-trade-stock-options-options-made-simple/,Business Finance
2136,Banking Credit Analysis Process (for Bankers),Udemy,beginner,https://www.udemy.com/credit-analysis-process/,Business Finance
2137,Professional Forex strategy,Udemy,advanced,https://www.udemy.com/beginner-trading-forex-strategy/,Business Finance
2138,A Beginners Guide to Technical Analysis of Stock Charts,Udemy,beginner,https://www.udemy.com/beginners-guide-to-technical-analysis/,Business Finance
2139,Get out of Debt - The Power of Using Compounding Interest,Udemy,intermediate,https://www.udemy.com/get-out-of-debt-the-power-of-using-compounding-interest/,Business Finance
2140,Day Trading - Learn to Day Trade / Swing Trade In One Hour.,Udemy,intermediate,https://www.udemy.com/the-123-trading-strategy-learn-to-trade-in-one-hour/,Business Finance
2141,Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,Udemy,beginner,https://www.udemy.com/basel_norms_simplified/,Business Finance
2142,Learn to Trade Forex Naked Price Action Wammie Trade,Udemy,intermediate,https://www.udemy.com/learn-to-trade-forex-naked-price-action-wammie-trade/,Business Finance
2143,Fixed Income Securities,Udemy,intermediate,https://www.udemy.com/fixed-income-securities/,Business Finance
2144,Financial Accounting Made Easy for All,Udemy,intermediate,https://www.udemy.com/financialaccounting/,Business Finance
2145,Ultimate Guide To Trading Engulfing Candlestick Strategy,Udemy,intermediate,https://www.udemy.com/trading-engulfing-candle-top-trend-continuation-strategy/,Business Finance
2146,Learn Business Finance: Win more work as a Business Coach ,Udemy,beginner,https://www.udemy.com/essential-business-finance-for-coaches-and-consultants/,Business Finance
2147,Accounting for Depreciation (Collage Level),Udemy,intermediate,https://www.udemy.com/depreciation-accounting/,Business Finance
2148,Revealed: Profitable Principles of Successful Traders ,Udemy,intermediate,https://www.udemy.com/revealed-profitable-secrets-of-successful-traders/,Business Finance
2149,Easy Market Profits: 3 Step Stock Investing Strategy,Udemy,beginner,https://www.udemy.com/make-money-from-the-stock-market/,Business Finance
2150,Hedge Fund Trading Systems For Stocks - Part One,Udemy,intermediate,https://www.udemy.com/amibroker-trading-systems/,Business Finance
2151,Bonds For Beginners - A Guide To The Bond Markets,Udemy,beginner,https://www.udemy.com/bonds-for-beginners-a-guide-to-fixed-income-investments/,Business Finance
2152,Professional Risk Manager (PRM) Certification: Level 4,Udemy,intermediate,https://www.udemy.com/professional-risk-manager-prm-certification-level-4/,Business Finance
2153,Crowdfunding for Filmmakers,Udemy,intermediate,https://www.udemy.com/crowdfunding-for-filmmakers/,Business Finance
2154,How to Make IT Work Successfully in Capital Markets,Udemy,beginner,https://www.udemy.com/how-to-make-it-work-successfully-in-capital-markets/,Business Finance
2155,Introduction to Day Trading,Udemy,beginner,https://www.udemy.com/introduction-to-day-trading/,Business Finance
2156,Life Coach Business Basics: Finance and Operations,Udemy,intermediate,https://www.udemy.com/how-to-run-a-business-business-finance-operations/,Business Finance
2157,Learn How to Profit In Forex With Market Rhythms,Udemy,intermediate,https://www.udemy.com/learn-how-to-profit-with-market-rhythms/,Business Finance
2158,Optimizing investment to maximise your return,Udemy,intermediate,https://www.udemy.com/optimizing-investment-to-maximise-your-return/,Business Finance
2159,Investimento em Ações para Leigos,Udemy,beginner,https://www.udemy.com/investimento-em-acoes-para-leigos/,Business Finance
2160,Introducción a la Contabilidad,Udemy,beginner,https://www.udemy.com/introduccion-a-la-contabilidad/,Business Finance
2161,Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,Udemy,intermediate,https://www.udemy.com/forex-trading-strategia-correlazione-eurgbp-gbpusd/,Business Finance
2162,Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,Udemy,intermediate,https://www.udemy.com/finanzielle-unabhaengigkeit-2-millionaer-werden-mit-investment/,Business Finance
2163,カードゲームでカンタンに理解する！経済とお金のキホン,Udemy,beginner,https://www.udemy.com/kabucom_keizai/,Business Finance
2164,Contabilidad rápida y eficaz,Udemy,intermediate,https://www.udemy.com/contabilidad11/,Business Finance
2165,Introducción al trading de opciones,Udemy,beginner,https://www.udemy.com/curso-de-opciones-basico/,Business Finance
2166,Aprenda a Investir seu Dinheiro,Udemy,intermediate,https://www.udemy.com/aprenda-a-investir-seu-dinheiro/,Business Finance
2167,Trader sur le Forex avec Ichimoku,Udemy,beginner,https://www.udemy.com/apprendre-a-trader-le-forex-avec-ichimoku/,Business Finance
2168,العلوم والمبادئ الأساسية للمهنة الإكتوارية,Udemy,beginner,https://www.udemy.com/actuarial-intro/,Business Finance
2169,トレーディングビュー徹底攻略2017年版,Udemy,intermediate,https://www.udemy.com/tradingview/,Business Finance
2170,Kostenrechnung lernen leicht gemacht,Udemy,beginner,https://www.udemy.com/kostenrechnung-lernen-leicht-gemacht/,Business Finance
2171,MetaTrader4 Platform Training,Udemy,beginner,https://www.udemy.com/metatrader4-platform-training/,Business Finance
2172,Professional Bookkeeping & Accounting 1: Sales & Purchases,Udemy,intermediate,https://www.udemy.com/professional-bookkeeping-and-accounting-1/,Business Finance
2173,Step by step guide to understand how business perform,Udemy,intermediate,https://www.udemy.com/analyzing-business-for-beginners/,Business Finance
2174,How to Grow your Small Business and not run out of Cash,Udemy,beginner,https://www.udemy.com/how-to-grow-your-small-business-and-not-run-out-of-cash/,Business Finance
2175,Finance for Non Finance Executives,Udemy,beginner,https://www.udemy.com/finance-for-non-finance-executives/,Business Finance
2176,"An Introduction: MT4 Email, Sound, Notification Forex Alerts",Udemy,intermediate,https://www.udemy.com/create-mt4-forex-email-sound-and-notification-alerts/,Business Finance
2177,Innovators and innovation: Travel through time!,Udemy,beginner,https://www.udemy.com/innovators-and-innovation-travel-through-time/,Business Finance
2178,Learn How to Trade The Stock Market,Udemy,intermediate,https://www.udemy.com/complete-course-for-stock-trading-all-skill-levels/,Business Finance
2179,How To Earn Some Bitcoin Every Time You Use A Search Engine,Udemy,intermediate,https://www.udemy.com/getting-paid-to-search-the-web/,Business Finance
2180,Super Fast Accounting - the fastest way to do your books,Udemy,beginner,https://www.udemy.com/super-fast-accounting/,Business Finance
2181,Financial Modeling and Valuation: Complete Beginner to Pro,Udemy,intermediate,https://www.udemy.com/financial-modeling-and-valuation-complete-beginner-to-pro/,Business Finance
2182,Learn to trade Chart Patterns,Udemy,intermediate,https://www.udemy.com/learn-to-trade-chart-patterns/,Business Finance
2183,Anatomy and Figure Drawing for Beginners,Udemy,beginner,https://www.udemy.com/anatomy-and-figure-drawing-for-games-and-comics/,Graphic Design
2184,Illustrator CC MasterClass,Udemy,intermediate,https://www.udemy.com/illustrator-cc-masterclass/,Graphic Design
2185,Typographic Logo Design in Illustrator - Beginners & Beyond,Udemy,intermediate,https://www.udemy.com/typographical-logo-design/,Graphic Design
2186,Adobe Illustrator T-Shirt Design for Merch by Amazon,Udemy,intermediate,https://www.udemy.com/merchbyamazondesign/,Graphic Design
2187,Logo Design in Adobe Illustrator - for Beginners & Beyond,Udemy,intermediate,https://www.udemy.com/logodesign/,Graphic Design
2188,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,Udemy,intermediate,https://www.udemy.com/learn-adobe-illustrator-semi-automatic-mandalas-drawing/,Graphic Design
2189,Create Professional Looking Infographics With No Experience,Udemy,beginner,https://www.udemy.com/create-professional-looking-infographics/,Graphic Design
2190,Discover How to Draw and paint Comics,Udemy,intermediate,https://www.udemy.com/learn-to-draw-and-paint/,Graphic Design
2191,Typographic Logos: Typography and Lettering for Logo Design,Udemy,intermediate,https://www.udemy.com/typographic-logos-typography-and-lettering-for-logo-design/,Graphic Design
2192,Photoshop in Ease: Create World Amazing  Graphic Designs,Udemy,intermediate,https://www.udemy.com/photoshop-knights-become-a-professional-in-no-time/,Graphic Design
2193,Canva Graphics Design Essential Training For Everyone,Udemy,intermediate,https://www.udemy.com/canva-graphics-design-essential-training/,Graphic Design
2194,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,Udemy,intermediate,https://www.udemy.com/triangulated-bird-origami-styled-bird-in-adobe-illustrator/,Graphic Design
2195,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,Udemy,intermediate,https://www.udemy.com/illustrator-quick-tip10kawaii/,Graphic Design
2196,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,Udemy,intermediate,https://www.udemy.com/deinen-roman-setzen-mit-pageplus-in-10-einfachen-schritten/,Graphic Design
2197,画像加工の初心者でも「１日」で初歩を覚えられる無料講座,Udemy,beginner,https://www.udemy.com/1-tuqndy/,Graphic Design
2198,Graphic Design Bootcamp,Udemy,beginner,https://www.udemy.com/graphic-design-for-beginners/,Graphic Design
2199,The Ultimate Drawing Course - Beginner to Advanced,Udemy,beginner,https://www.udemy.com/the-ultimate-drawing-course-beginner-to-advanced/,Graphic Design
2200,Ultimate Photoshop Training: From Beginner to Pro,Udemy,beginner,https://www.udemy.com/ultimate-photoshop-training-from-beginner-to-pro/,Graphic Design
2201,Photoshop for Entrepreneurs - Design 11 Practical Projects,Udemy,intermediate,https://www.udemy.com/photoshop-for-entrepreneurs/,Graphic Design
2202,Anatomy for Figure Drawing: Mastering the Human Figure,Udemy,intermediate,https://www.udemy.com/anatomy-for-figure-drawing-and-comics/,Graphic Design
2203,Sketch 3 from A to Z: Become an App Designer,Udemy,intermediate,https://www.udemy.com/learnsketch3/,Graphic Design
2204,How to Design a Logo - a Beginners Course,Udemy,intermediate,https://www.udemy.com/how-to-design-a-logo-a-beginners-course/,Graphic Design
2205,Logo Design Masterclass: Learn Logo Design + Illustrator,Udemy,intermediate,https://www.udemy.com/become-a-professional-logo-designer/,Graphic Design
2206,How to Draw and Sketch for Beginners,Udemy,beginner,https://www.udemy.com/drawing-and-sketching-for-beginners/,Graphic Design
2207,Graphic Design Masterclass: Learn Graphic Design in Projects,Udemy,beginner,https://www.udemy.com/graphic-design/,Graphic Design
2208,Canva Graphics Design for Entrepreneurs - Design 11 Projects,Udemy,intermediate,https://www.udemy.com/canva-graphic-design-course/,Graphic Design
2209,Vector Logo Design in Affinity Designer,Udemy,intermediate,https://www.udemy.com/logoaffinitydesigner/,Graphic Design
2210,How To Create A Low Poly Portrait With The Pen Tool,Udemy,beginner,https://www.udemy.com/how-to-create-a-low-poly-portrait-with-the-pen-tool-adobe-illustrator/,Graphic Design
2211,Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,Udemy,beginner,https://www.udemy.com/photoshop-photo-editing/,Graphic Design
2212,How to Create Kindle & Ebook Covers with Canva,Udemy,beginner,https://www.udemy.com/professional-kindle-ebooks-covers-canva-amazon-ibook-store-covers/,Graphic Design
2213,How To Make Professional eBook Covers For FREE,Udemy,intermediate,https://www.udemy.com/kindle-millionare-learn-how-to-make-ebook-covers-like-a-pro/,Graphic Design
2214,Design Business Card in Photoshop: Earn Money by Doing It,Udemy,beginner,https://www.udemy.com/design-business-card-in-photoshop-earn-money-by-doing-it/,Graphic Design
2215,Learn to create beautiful web interfaces and logos,Udemy,intermediate,https://www.udemy.com/how-to-create-beautiful-web-designs/,Graphic Design
2216,Illustrated Logo Design,Udemy,intermediate,https://www.udemy.com/how-to-design-illustration-logos/,Graphic Design
2217,Color Basics for Print Designers,Udemy,intermediate,https://www.udemy.com/color-basics-for-print-designers/,Graphic Design
2218,Digital Photo Manipulation Art And Cover Design In PhotoShop,Udemy,beginner,https://www.udemy.com/digital-photo-manipulation-art-and-cover-design-in-photoshop/,Graphic Design
2219,Drawing Perspective For Beginners,Udemy,intermediate,https://www.udemy.com/perspective-drawing-101/,Graphic Design
2220,Adobe InDesign CC Advanced,Udemy,advanced,https://www.udemy.com/adobe-indesign-cc-advanced/,Graphic Design
